"Author, Year",Outcome Name,Outcome Measure(s),Outcome Arms Compared,Treatment Definition,Outcome,Value,Effect Size,95% CI,p-value,"[Effect size (95% CI), p-value]"
"Sloan, 2012",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Depression,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Depression,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2018",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anger,Profile of Mood States - Anger/Hostility,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anger,Profile of Mood States - Anger/Hostility,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anger,Profile of Mood States - Anger/Hostility,A vs B,NA,End of Treatment,"NR (NR), p<0.05",NR ,NR,p<0.05,"NR (NR), p<0.05"
"Smyth, 2008",Anger,Profile of Mood States - Anger/Hostility,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anxiety,Profile of Mood States - Tension/Anxiety,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anxiety,Profile of Mood States - Tension/Anxiety,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Anxiety,Profile of Mood States - Tension/Anxiety,A vs B,NA,End of Treatment,"NR (NR), p<0.05",NR ,NR,p<0.05,"NR (NR), p<0.05"
"Smyth, 2008",Anxiety,Profile of Mood States - Tension/Anxiety,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Depression,Profile of Mood States - Depression,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Depression,Profile of Mood States - Depression,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Depression,Profile of Mood States - Depression,A vs B,NA,End of Treatment,"NR (NR), p<0.10",NR ,NR,p<0.10,"NR (NR), p<0.10"
"Smyth, 2008",Depression,Profile of Mood States - Depression,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Smyth, 2008",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anxiety,GAD-7,A vs B,Cohen's d,End of Treatment,"Cohen's d 0.55 (-1.03 to 3.00), NR",0.55,-1.03 to 3.00,"0.55 (-1.03 to 3.00), NR"," 0.55 (-1.03 to 3.00), NR"
"Spence, 2011",Anxiety,GAD-7,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anxiety,GAD-7,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Anxiety,GAD-7,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Depression,PHQ-9,A vs B,Cohen's d,End of Treatment,"Cohen's d 0.70 (-1.52 to 3.01), NR",0.7,-1.52 to 3.01,"0.70 (-1.52 to 3.01), NR"," 0.70 (-1.52 to 3.01), NR"
"Spence, 2011",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Depression,PHQ-9,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Functioning,SDS,A vs B,Cohen's d,End of Treatment,"Cohen's d 0.62 (-2.38 to 4.85), NR",0.62,-2.38 to 4.85,"0.62 (-2.38 to 4.85), NR"," 0.62 (-2.38 to 4.85), NR"
"Spence, 2011",Functioning,SDS,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Functioning,SDS,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Functioning,SDS,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2011",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anxiety,GAD-7,A vs B,Cohen's d,End of Treatment,"Cohen's d 0.24 (-0.11 to 0.59), NR",0.24,-0.11 to 0.59,"0.24 (-0.11 to 0.59), NR"," 0.24 (-0.11 to 0.59), NR"
"Spence, 2014",Anxiety,GAD-7,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Anxiety,GAD-7,A vs B,NA,<6 Months After Treatment,"Cohens' d -0.11 (-0.39 to 0.31), p<0.002",Cohens' d -0.11 ,-0.39 to 0.31,p<0.002,"Cohens' d -0.11 (-0.39 to 0.31), p<0.002"
"Spence, 2014",Anxiety,GAD-7,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Depression,PHQ-9,A vs B,Cohen's d,<6 Months After Treatment,"Cohen's d -0.20 (-0.55 to 0.15), p<0.001",-0.2,-0.55 to 0.15,p<0.001," -0.20 (-0.55 to 0.15), p<0.001"
"Spence, 2014",Depression,PHQ-9,A vs B,Cohen's d,End of Treatment,"Cohen's d 0.11 (-0.24 to 0.46), NR ",0.11,-0.24 to 0.46,"0.11 (-0.24 to 0.46), NR "," 0.11 (-0.24 to 0.46), NR "
"Spence, 2014",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Spence, 2014",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NR,NR,NR,NR,NR
"Stecker, 2014",Depression,PHQ-9,A vs B,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stecker, 2014",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anxiety,SCL-25 - Anxiety (Indochinese version),A vs B,Cohen's d,End of Treatment,"Cohen's d 2.41 (NR), p<0.00001",2.41,NR,p<0.00001," 2.41 (NR), p<0.00001"
"Steinert, 2016

Steinert, 2017",Anxiety,SCL-25 - Anxiety (Indochinese version),A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anxiety,SCL-25 - Anxiety (Indochinese version),A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Anxiety,SCL-25 - Anxiety (Indochinese version),A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Depression,SCL-25 - Depression (Indochinese version),A vs B,Cohen's d,End of Treatment,"Cohen's d 2.26 (NR), p<0.00001",2.26,NR,p<0.00001," 2.26 (NR), p<0.00001"
"Steinert, 2016

Steinert, 2017",Depression,SCL-25 - Depression (Indochinese version),A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Depression,SCL-25 - Depression (Indochinese version),A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Depression,SCL-25 - Depression (Indochinese version),A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Functioning,HTQ self-perception of functioning (Indochinese version),A vs B,Cohen's d,End of Treatment,"Cohen's d 2.54 (NR), p<0.00001",2.54,NR,p<0.00001," 2.54 (NR), p<0.00001"
"Steinert, 2016

Steinert, 2017",Functioning,HTQ self-perception of functioning (Indochinese version),A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Functioning,HTQ self-perception of functioning (Indochinese version),A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Functioning,HTQ self-perception of functioning (Indochinese version),A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Steinert, 2016

Steinert, 2017",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Depression,HAM-D,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Depression,HAM-D,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Stenmark, 2013",Depression,HAM-D,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Stenmark, 2013",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Suris, 2013b
(Exemplar)

Holliday, 2015",Depression,QIDS,A vs B,Cohen's d,End of Treatment,"Cohen's d -1.58 (-1.88 to -1.27), p>0.05",-1.58,-1.88 to -1.27,p>0.05," -1.58 (-1.88 to -1.27), p>0.05"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Depression,QIDS,A vs B,NA,6 to <12 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Depression,QIDS,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Depression,QIDS,A vs B,NA,³12 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Bodily Pain,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.276",NR ,NR,p=0.276,"NR (NR), p=0.276"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Bodily Pain,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Bodily Pain,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - General Health,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.073",NR ,NR,p=0.073,"NR (NR), p=0.073"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - General Health,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - General Health,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Mental Health,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.396",NR ,NR,p=0.396,"NR (NR), p=0.396"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Mental Health,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Mental Health,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Physical Functioning,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.022",NR ,NR,p=0.022,"NR (NR), p=0.022"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Physical Functioning,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Physical Functioning,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Emotional,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.120",NR ,NR,p=0.120,"NR (NR), p=0.120"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Emotional,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Emotional,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Physical,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.098",NR ,NR,p=0.098,"NR (NR), p=0.098"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Physical,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Role-Physical,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Social Functioning,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p=0.125",NR ,NR,p=0.125,"NR (NR), p=0.125"
"Suris, 2013b
(Exemplar)

Holliday, 2015",Functioning,SF-36 - Social Functioning,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
